versie,cost,counter;;;;;;;;
3756528;;;;;;;;
2679328;;;;;;;;
;;;;;;;;
;;;;;;;;
Dit is greedy weigth 20;;;;;;;;
1451577;;1140787,6;;;;;;
1734109;;;;;;;;
781444;;;;;;;;
1733616;;;;;;;;
1205380;;;;;;;;
1210825;;;;;;;;
1773146;;;;;;;;
1994037;;;;;;;;
1579658;;;;;;;;
1131026;;;;;;;;
972822;;;;;;;;
680979;;;;;;;;
1055689;;;;;;;;
915346;;;;;;;;
1769942;;;;;;;;
1266877;;;;;;;;
506433;;;;;;;;
665559;;;;;;;;
975034;;;;;;;;
614940;;;;;;;;
675667;;;;;;;;
521664;;;;;;;;
1320484;;;;;;;;
669614;;;;;;;;
946214;;;;;;;;
508202;;;;;;;;
804161;;;;;;;;
696826;;;;;;;;
2263455;;;;;;;;
865332;;;;;;;;
357185;;;;;;;;
646156;;;;;;;;
700732;;;;;;;;
661137;;;;;;;;
1106201;;;;;;;;
868655;;;;;;;;
1694851;;;;;;;;
449228;;;;;;;;
602286;;;;;;;;
808318;;;;;;;;
613296;;;;;;;;
1032852;;;;;;;;
1515374;;;;;;;;
419223;;;;;;;;
2413406;;;;;;;;
1120564;;;;;;;;
1609020;;;;;;;;
1370487;;;;;;;;
1625983;;;;;;;;
1493882;;;;;;;;
825592;;;;;;;;
671934;;;;;;;;
1142516;;;;;;;;
1506403;;;;;;;;
1066646;;;;;;;;
1445820;;;;;;;;
2538170;;;;;;;;
3028900;;;;;;;;
1538554;;;;;;;;
861220;;;;;;;;
2078578;;;;;;;;
955347;;;;;;;;
536654;;;;;;;;
1116407;;;;;;;;
1699640;;;;;;;;
588328;;;;;;;;
425360;;;;;;;;
690571;;;;;;;;
1102692;;;;;;;;
977113;;;;;;;;
1023817;;;;;;;;
1304191;;;;;;;;
665588;;;;;;;;
652474;;;;;;;;
1583734;;;;;;;;
1730443;;;;;;;;
943211;;;;;;;;
2993460;;;;;;;;
1548662;;;;;;;;
860252;;;;;;;;
274390;;;;;;;;
701883;;;;;;;;
856248;;;;;;;;
1055860;;;;;;;;
1667500;;;;;;;;
634382;;;;;;;;
1522814;;;;;;;;
1037646;;;;;;;;
981059;;;;;;;;
1044489;;;;;;;;
1474603;;;;;;;;
1951385;;;;;;;;
490608;;;;;;;;
1077260;;;;;;;;
1203153;;;;;;;;
917005;;;;;;;;
723162;;;;;;;;
833190;;;;;;;;
1672678;;;;;;;;
1458274;;;;;;;;
